Three criminals are sentenced to exile in the desert and can only bring one personal item.,I brought a loaf of bread[COMMA] so when I get hungry[COMMA] I'll have something to eat[COMMA] said the first criminal.,I brought a water skin[COMMA] so that when I get thirsty[COMMA] I'll have something to drink[COMMA] said the second.,The third criminal looks proud of himself.,I brought a car door[COMMA] so when it gets hot[COMMA] I can roll down the window.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last semester I took macroeconomics and didn't have a clue what I was doing (as cited on the final exam).,There were 80 multiple choice questions.,"For some reason I decided to play the game of probability and choose the letter ""A"" for everything.",In that game[COMMA] the only thing probable was that I failed.,The following day[COMMA] the professor asked to see me after class.,"Is everything okay? ""Sure[COMMA]"" I said[COMMA] ""why?",Well[COMMA] here's your test[COMMA] he said and handed me a piece of paper that was covered with red ink.,Can you explain why you chose an 'A' for everything? ,"Knowing that there was nothing I could do at this point[COMMA] I said[COMMA] ""Well[COMMA] I've always wanted to be an 'A' student.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A blonde walked into her final exam very nervous.,But when she received the test[COMMA] she was relieved to find out that it was a True or False exam.,Immediately[COMMA] she reached into her purse and pulled out a coin.,Each time she flipped the coin she would write down an answer.,What are you doing? the professor asked her.,I'm figuring out the answers[COMMA] the blonde replied.,To this[COMMA] the professor just rolled his eyes and looked away.,When she was done[COMMA] the professor announced that there were five minutes left to go.,Oh my god! she said in an excited voice[COMMA] and started to flip the coin as fast as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call a fratboy in a suit?,The defendant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A graduate with a science degree asks[COMMA] ""Why does it work?""","A graduate with an engineering degree asks[COMMA] ""How does it work?"" ","A graduate with an accounting degree asks[COMMA] ""How much it cost?""","A graduate with a liberal arts degree asks[COMMA] ""Do you want fries with that?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two gay men decide to have a baby., They mix their sperm and have a surrogate mother,artificially inseminated., When the baby is born[COMMA] they rush to the hospital., Two dozen babies are in the ward[COMMA] 23 of which are,crying and screaming., One[COMMA] over in the corner[COMMA] is smiling serenely., A nurse comes by[COMMA] and to the men's delight[COMMA] she points out the happy child as theirs., ,''Isn't it wonderful?'',Brad exclaims., ''All these unhappy children[COMMA] and ours is so happy.'' ,"''He's happy now[COMMA]"" says the nurse.","But just wait until,we take the pacifier out of his ass.'',
A teacher asks the new student her name.,The girl replies[COMMA] Happy Butt.""","The teacher says[COMMA] ""I don't think that's your name.","You need to go to the principal's office and get this straightened out.""","The girl goes to the principal's office and he asks[COMMA] ""What's your name?"" The little girl says[COMMA] ""Happy Butt.""",The principal calls the girl's mother to get the truth.,"After getting off the phone[COMMA] he says[COMMA] ""Honey[COMMA] your name is Gladys[COMMA] not Happy Butt.""","The girl exclaims[COMMA] ""Glad Ass -- Happy Butt -- what's the difference?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There was a young country boy who was very bright.,In fact he was bright enough to be accepted to Harvard.,One of his first assignments at Harvard was to write a paper on a famous person.,He didn't know who he would write about so he decided to go to the library and do some research.,But he didn't know where the library was.,He saw a professor walking down the hall.,"He stopped the professor and said to him[COMMA] ""Do you know where the library is at?""","The professor looks at him strangely and says[COMMA] ""Young man[COMMA] here at Harvard we never end a sentence in a preposistion.""","The young man says[COMMA] ""Oh[COMMA] excuse me.","Do you know where the library is at[COMMA] asshole?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do you get a Harvard graduate off your porch?, Pay him for the pizza.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donny is a 17-year-old ninth grader who is becoming increasingly disillusioned with the public school system.,One day he got an easy homework assignment., All he had to do was put each of the following words in a sentence., This is what he did....,1, HOTEL , -- , I gave my girlfriend da,crabs and the HOTEL everybody.,2, RECTUM, -- , I had two Cadillacs[COMMA] but,my ol' lady RECTUM both.,3, DISAPPOINTMENT, -- , My parole officer,tol me if I miss DISAPPOINTMENT they gonna send me back to the big house.,4, FORECLOSE., -- , If I pay alimony this,month[COMMA] I'll have no money, FORECLOSE.,5, CATACOMB., -- , Don King was at the,fight the other night[COMMA] Man[COMMA] somebody give that,CATACOMB.,6, PENIS., -- , I went to da doctor and he,handed me a cup and said PENIS.,7, ISRAEL., -- , Alonso tried to sell me a,Rolex[COMMA] I said Man[COMMA] that looks fake.,He said[COMMA] No[COMMA] ISRAEL.,8, UNDERMINE., -- , There is a fine lookin',hoe livin' in the apartment UNDERMINE.,9, TRIPOLI., -- , I was gonna buy my old,lady a bra but I couldn't find no TRIPOLI.,10, STAIN, -- , My mother-in-law axed if I,was STAIN for dinner again.,11, SELDOM., -- , My cousin gave me two,tickets to the Knicks game[COMMA] so I, SELDOM.,12, ODYSSEY, -- , I told my bro[COMMA] you,ODYSSEY the tits on this hoe.,13, HORDE, -- , My, sister got into,trouble because she HORDE around, in school.,14, INCOME, -- , I just got in bed wit dis,hoe and INCOME my wife.,15, FORTIFY., -- , I axed, da hoe how,much?, And she say FORTIFY.,Donny got an A.
Q: What was the geometry student looking for at the beach?,A: A tangent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is the difference between Cheerios and Georgia Tech?,A: Cheerios belong in a bowl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you call a blonde in an institute of higher learning?,A: A visitor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The way this game works is every time the word f**k is used (in any form[COMMA] ex.,f**king[COMMA] f**ker[COMMA] etc.)[COMMA] or the word dude (in any form[COMMA] ex.,"his dudeliness[COMMA] the dudester[COMMA] etc.) is used[COMMA] you take a drink.,If you've seen the movie[COMMA] you'll know that after five minutes of playing[COMMA] you should be dialing 9-1-1.,The main character's name is Dude"" and swearing[COMMA] especially with the f-word[COMMA] is quite excessive.",Because both dude and f**k are used so much during the movie that we altered the rules to include that you can choose to only drink when one or the other word is said.,I can promise you this: Playing this game makes the movie make a lot more sense.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Monday morning[COMMA] the teacher walked to the blackboard and noticed someone had written the word ""penis"" in tiny letters.",She turned around[COMMA] but couldn't find the guilty face.,She quickly erased it and began her class.,"Tuesday[COMMA] she was again greeted with ""penis"" on the blackboard[COMMA] written in larger letters.",She looked around in vain for the culprit[COMMA] and then proceeded with the day's lesson.,"Every morning for the rest of the week[COMMA] ""penis"" was written on the board in larger and larger letters[COMMA] and each time[COMMA] the teacher furiously erased it.",By Friday[COMMA] she'd had enough.,That's enough[COMMA] she sputtered.,"I -- I can't believe this!,Monday morning[COMMA] I expect an explanation for this behavior!","On Monday morning[COMMA] the teacher confidently entered the classroom and found on the board: ""Don't you know -- the more you rub it[COMMA] the bigger it gets?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A teacher was teaching her second grade class about the government[COMMA] so for homework that one day[COMMA] she told her her students to ask their parents what the government is.,When Little Johnny got home that day[COMMA] he went up to his dad and ask his what the government was.,His dad thought for a while and answered[COMMA] ''Look at it this way: I'm the president[COMMA] your mom is Congress[COMMA] your maid is the work force[COMMA] you are the people and your baby brother is the future.'',''I still don't get it'' responded the Little Johnny.,''Why don't you sleep on it then?,Maybe you'll understand it better[COMMA]'' said the dad.,''Okay then...good night'' said Little Jonny went off to bed.,In the middle of the night[COMMA] Little Johnny was awakened by his baby brother's crying.,He went to his baby brother's crib and found that his baby brother had taken a crap in his diaper.,So Little Johnny went to his parent's room to get help.,When he got to his parent's bedroom[COMMA] he looked through the keyhole to check if his parents were asleep.,Through the keyhole he saw his mom loudly snoring[COMMA] but his dad wasn't there.,So he went to the maid's room.,When he looked through the maid's room keyhole[COMMA] he saw his dad having sex with his maid.,Little Johnny was surprised[COMMA] but then he just realized something and thinks aloud[COMMA] ''OH!!,Now I understand the government!,The President is screwing the work force[COMMA] Congress is fast asleep[COMMA] nobody cares about the people[COMMA] and the future is full of s**t!'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many Harvard men does it take to screw in a, lightbulb?,One -- he stands still and the world revolves around him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Johnny's class is reviewing the alphabet.,"His teacher knows that he has an ""advanced"" vocabulary for his age[COMMA] so she avoids calling on him.","When the teacher asks for a word beginning with ""A[COMMA]"" Little Johnny raises his hand.","The teacher anticipates he'll say[COMMA] ""ass"" so she calls on Mary Lou[COMMA] who says ""apple."" ",This continues because the teacher knows that Little Johnny knows a cuss word for every letter of the alphabet.,"Then she gets to ""R."" She can't think of any cuss words that begin with R[COMMA] so she calls on Johnny.","He exclaims[COMMA] ""R is for rats -- big f**king rats[COMMA] with 12-inch c**ks!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The preschool teacher says[COMMA] ""We're going to do vocabulary today.","Who can use the word 'definitely' in a sentence?""","Mary raises her hand and exclaims[COMMA] ""Me me me!""","The teacher says[COMMA] ""Go ahead[COMMA] what's the sentence?","Mary replies[COMMA] ""The sky is definitely blue.""","That's good[COMMA] Mary[COMMA] says the teacher[COMMA] ""but the sky can also be gray or white.""","Sam raises his hand and states[COMMA] ""Grass is definitely green.""","The teacher says[COMMA] ""That's good[COMMA] Sam[COMMA] but grass can be brown[COMMA] too.""","Little Johnny raises his hand and asks[COMMA] ""Do farts have lumps in them?""","The teacher says[COMMA] ""No Johnny[COMMA] why do you ask that?""","Little Johnny replies[COMMA] ""Well[COMMA] I definitely sh*t my pants.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A teacher asks her students to give her a sentence with the word ""fascinate"" in it.","A little girl says[COMMA] ""Walt Disney World is fascinating.""","The teacher says[COMMA] ""No[COMMA] I said[COMMA] 'fascinate.'""","Another little girl says[COMMA] ""There's so much fascination when it comes to sea life.""","The teacher again says[COMMA] ""No[COMMA] the word is <i>fascinate</i>.""","Little Johnny yells from the back of the room[COMMA] ""My mom has such big boobs that she can only fasten eight of the 10 buttons on her shirt.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Teacher: ""Little Johnny[COMMA] give me a sentence using the word[COMMA] 'geometry.'""","Little Johnny: ""A little acorn grew and grew until it finally awoke one day and said[COMMA] 'Gee[COMMA] I'm a tree.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A guy and a girl are lying in a dorm-room bed after just having sex.,The guy lies on his side of the bed and rests.,"The girl rolls to her side of the bed and says to herself[COMMA] ""I finally did it!","I'm no longer a virgin."" ","The guy overhears her talking to herself and asks[COMMA] ""Are you saying you lost your virginity to me?"" ","Well[COMMA] the girl explains[COMMA] ""I always wanted to wait until I was with the man I love to lose my virginity."" ","Astounded[COMMA] the guy replies[COMMA] ""So you really love me?"" ",Oh God no! the girl says.,I just got sick of waiting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A kid walks by his parents having sex asks what's going on and his mother tells him[COMMA] &#147;We are making fishsticks&#148;.,The next day the kid says[COMMA] &#147;Mom were you making fishsticks again?&#148; ,And she says &#147;Why[COMMA] yes[COMMA] how did you know[COMMA] honey?&#148;,And the kid replies[COMMA] &#147;Well[COMMA] you have a little tarter sauce on your mouth.&#148;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What does D.A.M stand for?,A: Mothers Against Dyslexia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Auburn student spent a holiday in New Mexico with Native Americans who told him the Legend of the Maidens.,The tale went this way:,"There are beautiful maidens who live in the cracks and crevices in this valley., If you hear them call[COMMA] 'Woo Woo[COMMA]' take off your clothes quickly and enter the cave.,They will show you a fabulous time!","Several days later[COMMA] the headlines in the local newspaper read: ""Body of Naked Auburn Student found in Tunnel[COMMA] Run Over by Train.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart man + smart woman = romance,Smart man + dumb woman = affair,Dumb man + smart woman = marriage,Dumb man + dumb woman = pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two college roommates are about to go to bed.,The guy in the top bunk has his girlfriend sleeping over.,To try and keep quiet[COMMA] they devise a code.,"His girlfriend will say ""tomato"" if she wants him to go slower and ""lettuce"" for him to go faster.","As they begin to have sex[COMMA] the girl starts to moan[COMMA] ""Lettuce[COMMA] lettuce[COMMA] tomato[COMMA] tomato!"" The roommate on the bottom bunk wakes up the next morning and says[COMMA] ""Stop making sandwiches at night.","You got mayonnaise in my eye!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jane was sitting in anatomy class on day when her teacher asked her a question.,He inquired[COMMA] &#147;What grows to 10 times its original size when excited?&#148; ,Jane blushed and said that she didn't know.,Jimmy raised his hand and said[COMMA] &#147;I know!,The pupil of the eye.&#148; The teacher replied[COMMA] &#147;Yes[COMMA] very good Jimmy.&#148; ,The the teacher turned to Jane and said[COMMA] &#147;Jane I have three things to say to you:,One -- you have a very dirty mind., Two -- you haven't been studying hard enough., And three -- you're going to be very disappointed!&#148;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This guy was having a problem with mice in his apartment.,"Dude[COMMA] he told a friend[COMMA] ""I've tried everything and those damn mice keep coming back."" ""I had the same thing man[COMMA]"" his friend says.","All you have to do is stuff steel wool in their little holes. ""That's it?"" the guy asked.",I'll do it tonight if it means getting rid of the damn rodents. ,About a week later the guy gets a call.,"How's it going with the mice[COMMA] buddy? ""Not so good[COMMA] dude."" ""What's the problem?"" his friend asks.",To be honest[COMMA] I'm having a lot of trouble holding their little legs apart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A question had appeared in a student's medical examination which read: ""List four benefits of breast milk."" A student began to answer the question: 1.",No need to bottle it.,2,Cats can't steal it.,3,Available whenever necessary., But the fourth point eluded him.,When there were barely a couple of minutes before the exam ended[COMMA] the fourth point flashed before his mind.,So he completed the answer by writing: 4.,Available in attractive containers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A boy is writing a paper on childbirth and asks his parents[COMMA] ""How was I born?""","His mother awkwardly answers[COMMA] ""The stork brought you.""",Oh[COMMA] says the boy.,Well[COMMA] how were you and Daddy born?,Oh[COMMA] the stork brought us[COMMA] too[COMMA] and Grandpa and Grandma.,"The boy begins his paper[COMMA] ""This report has been very difficult to write due to the fact that there hasn't been a natural childbirth in my family for three generations.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Little Johnny's first grade class was playing ""Name That Animal."" The teacher held up a picture of a cat and asked[COMMA]",What animal is this?,A cat! said Suzy.,"Good job.,Now[COMMA] what's this animal?",A dog! said Ricky.,"Good.,Now what animal is this? she asked[COMMA] holding up a picture of a deer.",The class fell silent.," After a couple of minutes[COMMA] the teacher said[COMMA] ""It's what your mom calls your dad.""",I know! called out Little Johnny.,A horny bastard!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day God came to Adam to pass on some news.,"I've got some good news, and some bad news[COMMA] God said.","Adam looked at God and said[COMMA] ""Well[COMMA] give"," me the good news first."" ","Smiling[COMMA] God explained[COMMA] ""I've got two new", organs for you.,One is called a brain.,It will allow you to be very, intelligent[COMMA] create new things and have intelligent conversations with, Eve.,The other organ I have for you is called a penis.,It will allow,you to reproduce your life form and populate this, planet., Eve will be very happy that you now have this organ to give," her children.""","Adam[COMMA] very excited[COMMA] exclaimed[COMMA] ""These are great gifts.",What could possibly be bad news after such great," tidings?"" ","God looked upon Adam and said with great sorrow[COMMA] ""The bad", news is that when I created you[COMMA] I only gave you enough blood to," operate one of these organs at a time.""", ,Then[COMMA] God came to Eve to pass on some news too.,"I've got some good news, and some bad news[COMMA] God said.","Eve looked at God and said[COMMA] ""Well[COMMA] give"," me the good news first."" ","Smiling[COMMA] God explained[COMMA] ""I've got two new", organs for you.,One is called a brain.,It will allow you to be very, intelligent[COMMA] create new things and have intelligent conversations with, Adam.,The other organ I have for you is called a vagina.,It will allow,you to reproduce your now intelligent life form and populate this, planet., Adam will be very happy that you now have this organ to give," him children.""","Eve[COMMA] very excited[COMMA] exclaimed[COMMA] ""These are great gifts", you have given to me.,What could possibly be bad news after such great," tidings?"" ","God looked upon Eve and said with great sorrow[COMMA] ""The bad", news is that when I created you[COMMA] I only gave you enough blood to, operate one of these organs at a time.,"While you're bleeding through one of them every 28 days[COMMA] the other will remain useless.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why can't a blonde count to 70?,A: Because 69's a mouthful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A group of students had a biology lab., As a part of this lab they were supposed to scrape some bacteria off their teeth with a toothpick and then examine it under the microscope., ,But this one girl had some problems identifying her bacteria and asked the professor what they were.,Those are sperm cells.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Ohio State University mortician student walked into the embalming room where a cadaver was lying on the table., Confident that he knew enough now to begin the procedure without his instructor[COMMA] he began to examine the body., When he rolled it over[COMMA] he was shocked to see a cork in the man's butt.,Mystified[COMMA] he pulled it out and immediately heard the University of Michigan fight song come out of the guy's,butt., Shaken by what had,happened[COMMA] he quickly shoved the cork back into it's original resting place., He then,ran to get his instructor[COMMA] nervously shouting[COMMA] ,Sir[COMMA] you must come[COMMA] you won't believe,what I discovered!!, Annoyed by the,interruption[COMMA] the professor said[COMMA] ,Let's take a look at this astounding discovery., When they entered the,morgue[COMMA] the teacher was also surprised to see the cork[COMMA] so he approached the table and,promptly removed the cork., Upon hearing the University,of Michigan fight song[COMMA] he quickly replaced the cork in the cadaver's butt and said[COMMA],What's so surprising about that?, I've heard thousands of assholes sing that,song!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I thought it would be so easy to meet guys when I got out of college because it was very easy to meet guys in college.,I mean[COMMA] this was really all you had to do to meet some guy in college: 'Oh my God[COMMA] I am so wasted!',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
